M12156.0	그 정도로 덤비겠다니⏎가소롭기 짝이 없구나!!
M12156.1	적은 약하다!!⏎단숨에 박살 낸다!
M12156.2	어리석은 놈들!⏎제 발로 죽으러 왔느냐!
M12157.0	이 정도의 적 따위,⏎상대도 되지 않는다!
M12157.2	도전을 받은 이상,⏎전력으로 상대해 주마!
M12158.0	훗, 분수 모르는 어리석은 자⏎전군, 가볍게 손봐 주어라
M12158.1	이런 전력 차로 도전하다니⏎용맹을 넘어 무모하구나
M12158.2	우리 부대가 유리하다⏎수를 앞세워 적을 무찔러라
M12159.0	이런 전력 차로 도전하다니⏎따르는 병사들이 가엾구나……
M12159.1	쥐도 궁하면 고양이를 문다⏎방심은 금물이다
M12161.0	단숨에 무너뜨려요!⏎나를 따르라!
M12161.1	자, {C:25b}충차{C:32b}가 나설 차례예요!⏎들이받아라~!
M12161.2	{C:25b}충차{C:32b}의 위력을 맛봐라!
M12165.2	{C:25b}충차{C:32b}의 위력을 맛봐라!
M12162.0	{C:25b}충차{C:32b}를 앞으로 내보내라!⏎단숨에 무너뜨리겠어요!
M12162.1	우리 {C:25b}충차{C:32b}대의 위력을⏎똑똑히 보여 줘라!
M12166.1	우리 {C:25b}충차{C:32b}대의 위력을⏎똑똑히 보여 줘라!
M12162.2	{C:25b}충차{C:32b}를 언제까지 버틸지⏎어디 한번 구경해 볼까!
M12163.0	후후, {C:25b}충차{C:32b}만 있으면⏎{V:3DAB}쯤은 함락된 셈이죠
M12163.1	자, 토끼를 굴에서 몰아내죠⏎전군, {C:25b}충차{C:32b}를 앞으로 밀어라
M12163.2	{C:25b}충차{C:32b} 준비는 됐지요?⏎자, 무너뜨려 버리세요
M12164.0	{V:3DAC} 공격을 시작합니다⏎약해 보이는 곳을 노리세요
M12164.1	{C:25b}충차{C:32b}를 앞으로 내세요⏎신중하게 겨냥하는 거예요
M12164.2	애써 끌고 온 {C:25b}충차{C:32b}예요⏎제대로 활용합시다
M12165.0	단숨에 무너뜨린다!⏎나를 따르라!
M12165.1	자, {C:25b}충차{C:32b}가 나설 차례다!⏎들이받아라~!
M12166.0	{C:25b}충차{C:32b}를 앞으로 내보내라!⏎단숨에 무너뜨린다!
M12166.2	{C:25b}충차{C:32b}를 언제까지 버틸지⏎어디 한번 구경해 보자!
M12167.0	훗, {C:25b}충차{C:32b}만 있으면⏎{V:3DAB}쯤은 함락된 셈이다
M12167.1	자, 토끼를 굴에서 몰아내자⏎전군, {C:25b}충차{C:32b}를 앞으로 밀어라
M12167.2	{C:25b}충차{C:32b} 준비는 됐겠지?⏎자, 무너뜨려 버려라
M12168.0	{V:3DAC} 공격을 시작한다⏎약해 보이는 곳을 노려라
M12168.1	{C:25b}충차{C:32b}를 앞으로 내라⏎신중하게 겨냥해야 한다
M12168.2	애써 끌고 온 {C:25b}충차{C:32b}다⏎제대로 활용하도록 하자
M12170.0	자, 가요!⏎일제히 화살을 퍼부어라!!
M12170.1	궁수대, 조준!⏎쏴라~!!
M12174.1	궁수대, 조준!⏎쏴라~!!
M12170.2	잘 겨냥하는 거예요!⏎발사~!!
M12171.0	{C:25b}정란{C:32b}을 앞으로 내보내라!⏎공격을 시작해요!
M12171.1	우리 {C:25b}정란{C:32b}대의 무서움을⏎뼈저리게 느끼게 해 줘라!
M12175.1	우리 {C:25b}정란{C:32b}대의 무서움을⏎뼈저리게 느끼게 해 줘라!
M12171.2	모두들, 알겠느냐!?⏎신호에 맞춰 일제 사격이에요!
M12172.0	높은 곳에서 쏘기는 쉬운 법⏎전군, 일제히 내리쏘아라
M12176.0	높은 곳에서 쏘기는 쉬운 법⏎전군, 일제히 내리쏘아라
M12172.1	우리 {C:25b}정란{C:32b}대의 선물입니다⏎하늘의 화살비를 흠뻑 맞아라
M12172.2	{C:25b}정란{C:32b} 준비는 됐지요?⏎신호에 맞춰 사격 개시입니다
M12173.0	적과 거리를 유지하세요⏎안전한 곳에서 쏘는 거예요
M12173.1	화살을 아낄 필요는 없어요⏎멀리서 적을 쓰러뜨리세요
M12173.2	애써 끌고 온 {C:25b}정란{C:32b}이에요⏎제대로 활용합시다
M12174.0	간다!⏎일제히 화살을 퍼부어라!!
M12174.2	잘 겨냥해라!⏎발사~!!
M12175.0	{C:25b}정란{C:32b}을 앞으로 내보내라!⏎공격 개시다!
M12175.2	모두들, 알겠느냐!?⏎신호에 맞춰 일제 사격이다!
M12176.1	우리 {C:25b}정란{C:32b}대의 선물이다⏎하늘의 화살비를 흠뻑 맞아라
M12176.2	{C:25b}정란{C:32b} 준비는 됐겠지?⏎신호에 맞춰 사격을 개시한다
M12177.0	적과 거리를 유지하라⏎안전한 곳에서 사격하라
M12177.1	화살을 아낄 필요는 없다⏎멀리서 적을 쓰러뜨려라
M12177.2	애써 끌고 온 {C:25b}정란{C:32b}이다⏎제대로 활용하도록 하자
M12179.0	공격 개시!⏎일제히 밧줄을 당겨라~!!
M12183.0	공격 개시!⏎일제히 밧줄을 당겨라~!!
M12179.1	시작해요!⏎단숨에 박살 내 주겠어요!
