M00025.0	황제를 자칭한 원술이 여포와⏎손잡은 직후 병사하고, 여포가⏎제위를 이었다고 가정한 상황.⏎여포는 서주 외에 옛 원술령인⏎수춘과 여강을 지배. 옛 원술군⏎무장도 더해 진용도 배로 늘었다.⏎주위의 조조, 원소, 손책 등은⏎모두 강력하지만, 서주뿐이었던⏎역사에 비하면 충분히 싸울 만한⏎전력을 갖췄다. 중원에서 강동에⏎걸쳐 힘이 엇비슷한 세력들이⏎팽팽히 맞서 긴박한 정세다.
M00029.0	「관도대전」에서 원소가⏎승리했다고 가정한 정세. 원소는⏎허창, 낙양으로 쳐들어가 헌제를⏎보호하고 있다. 영토 변동으로⏎양군의 병력 차는 더 벌어졌지만⏎조조군의 장수는 그대로다.⏎병력의 원소, 인재의 조조라는⏎구도가 더 뚜렷해졌다. 유비는⏎여남으로 탈출해 관우, 장비,⏎조운과 합류. 화북의 전황이⏎바뀌어 손책은 암살되지 않았고,⏎강동의 소패왕은 건재하다.⏎장수도 완에서 다시 독립했다.
M00033.0	조조 사후 조비가 뒤를 잇기까지⏎위에서는 제위를 둘러싼 후계자⏎다툼이 있었다. 여기서는 다툼이⏎커져 조창, 조식, 조웅이 분립한⏎경우를 가정했다. 오환 토벌에서⏎활약한 조창은 기주 북쪽을,⏎임치후 조식은 연주 동쪽을 지배.⏎관우의 죽음은 조조 병사 전이라⏎유비의 형주 상실은 변함없다.⏎손권군의 기둥인 여몽도 죽었다.⏎조비, 조창, 조식, 유비, 손권의⏎전력이 팽팽해 어느 세력에게나⏎대륙 통일의 길이 열려 있다.
M00035.0	위의 종회와 등애의 공격으로⏎촉은 멸망한다. 역사에서는⏎종회가 등애를 붙잡고 촉의⏎강유와 함께 반란을 꾀했으나 곧⏎실패해 죽었다. 여기서는 종회가⏎원정군과 옛 촉군을 장악해⏎독립에 성공한 경우를 가정했다.⏎등애도 탈출에 성공해 독립.⏎강유는 유선을 다시 맞아 촉을⏎재건하려고 종회에게 협력하고⏎있다. 유선은 재야 무장으로⏎건재해 강유의 계획을 실현할⏎여지는 있다.
M00039.0	실제 연대와 상관없이 군주를⏎각지에 배치하고, 역사상의⏎무장을 모두 한자리에 모은 완전⏎가상 설정. 장각과 맹획처럼⏎접점이 없던 세력을 동시에⏎등장시키기 위해 생년과 수명⏎제한은 무시했다.
M00041.0	「삼국지」 초보자는 물론⏎경험자도 꼭 한 번 해 보기를⏎권하는 시나리오. 게임의 목적,⏎클리어 조건, 맵 위 건물의⏎설명부터 「전략 페이즈」와⏎「진행 페이즈」의 차이, 정보⏎화면 보는 법까지 게임을 즐기는⏎데 알아 두면 좋을 내용을 모아⏎소개한다. 직접 플레이하며⏎조작과 기능을 확인하는 코너도⏎있다.
M00043.0	내정에 초점을 맞춘 시나리오.⏎인재를 찾고 늘리는 법, 국력을⏎키우는 법을 알려 준다. 내정⏎방법을 모르거나 좀처럼 나라가⏎부유해지지 않는 사람에게 추천.⏎부하를 늘리는 「등용」,⏎국력을 높이는 「순찰」과⏎「개간・상업」, 대륙에 묻힌⏎인재와 아이템을 찾아내는⏎「탐색」…… 모두 대륙 통일에⏎빠질 수 없는 명령들이다.⏎국정의 기본이 여기 있다.
M00045.0	출진 전에 할 「사전 준비」를⏎배우는 시나리오. 게임에서⏎전쟁에 나서기 전에 해 보기⏎바란다. 체험할 수 있는 명령은⏎모두 4가지. 병사를 모아⏎단련하는 「징병」과 「훈련」,⏎농성전에 대비해 도시를 튼튼히⏎하는 「보수」, 적대 세력을⏎줄이는 「증정」이다. 이 명령을⏎이해하고 적절히 실행하면 이길⏎확률은 더 높아진다. 전쟁은⏎싸우기 전부터 이미 시작된다.
M00047.0	부대 출진 방법, 목표 정하는 법,⏎그리고 전투. 전쟁에 관한 것을⏎두루 배울 수 있는 시나리오다.⏎실제로 부대를 조작해 적을⏎격퇴하고 시설을 끝까지 지키자.⏎적장을 포로로 잡으면⏎포로처우에 관한 「처단」과⏎「추방」도 배울 수 있다. 적의⏎여광대, 조인대는 강력하지만⏎군사의 조언과 설명을 잘 들으면⏎반드시 격퇴할 수 있다. 승리를⏎거두고 전쟁의 요령을 터득하자.
M00049.0	적은 피해로 큰 전과를 올리는⏎방법을 소개. 전쟁에서 좀처럼⏎못 이기는 사람은 확인해 보자.⏎중계 거점을 만드는 「건설」,⏎적 도시의 내구를 낮추는⏎「화공」, 둘 다 성공하면 적은⏎희생으로 도시를 함락할 수 있다.⏎시나리오 마지막에는 병기를 쓴⏎공성전도 체험할 수 있다.⏎「화공」으로 내구를 낮추고⏎공성 병기로 공격하는 것은⏎실전에서도 유효한 전법이다.
