M11011.0	시간이 흘러 다음 순(10일 뒤)이 되면⏎다시 전략 페이즈가 됩니다⏎즉, 한 달에 3번 명령할 수 있습니다
M11012.0	그럼 실제로 플레이해 봅시다⏎도시 위에서 {U:F0BC}버튼을 눌러⏎명령 메뉴를 열어 보십시오⏎이번에는 명령을 내릴 필요가 없습니다⏎명령을 두루 확인했으면 {U:F0BD}버튼을 눌러⏎명령 메뉴를 닫으십시오⏎물론 명령을 내려도 상관없지만⏎명령에 대해서는 다른 튜토리얼에서⏎실제로 플레이하며 배울 수 있습니다⏎확인(명령)이 끝났으면⏎{U:F0BE}버튼을 눌러⏎전략 페이즈를 끝냅시다
M11013.0	{C:25b}신야{C:32b} 주위는 온통 적뿐……
M11014.0	명령에 대해서는⏎다른 튜토리얼에서⏎자세히 설명하겠네
M11015.0	특히 숙적 {C:25b}조조{C:32b}의 움직임은⏎잘 지켜봐야 하네!
M11016.0	이것을 되풀이하며⏎중국 통일을 이뤄 가는 걸세
M11017.0	⏎　정보 보는 법⏎
M11018.0	게임 화면 보는 법을 설명하겠습니다⏎⏎⏎맵 위의 건물에 커서를 맞추면⏎그 건물의 정보가 표시됩니다⏎부대에 커서를 맞춰도 마찬가지입니다⏎다음은 각 건물의 역할을 소개하겠습니다
M11019.0	항구는 수상 교통의 요충지입니다⏎강이나 바다를 건너려면⏎항구를 거쳐야만 합니다⏎항구를 장악하면⏎적의 진군 경로를 줄일 수도 있어⏎전략적인 예측이 쉬워집니다
M11020.0	관문도 중요한 시설입니다⏎관문 안에 부대를 두면⏎부대의 부상병이 크게 회복됩니다⏎내구도 높아서 대군을 상대로 농성하며⏎응전할 수도 있습니다⏎⏎이 밖에도 직접 건설할 수 있는 진이나⏎성채 같은 「시설」과, 적의 침공을 막는⏎「장애물」 같은 건물이 있습니다
M11021.0	화면 오른쪽 위에는 작은 맵이⏎표시되어 있습니다⏎이것이 「레이더 맵」입니다⏎세력별로 색이 나뉘어 있어서⏎대륙의 정세를 한눈에 알 수 있습니다⏎⏎또한 레이더 맵 위에서 {U:F0BC}버튼을 누르면⏎그 지점으로 점프할 수 있습니다
M11022.0	그럼 {C:25b}신야{C:32b}로 돌아가겠습니다⏎시설로 이동할 때는⏎「점프 목록」이 편리합니다⏎점프 목록은 {U:F0B4}버튼으로 엽니다⏎시설을 골라 {U:F0BC}버튼을 누르면 그 시설로⏎점프합니다⏎또한 {U:F0B0}버튼이나 {U:F0B2}버튼을 누르면⏎자세력 도시를 차례로 돌아볼 수 있습니다⏎여러 도시에 명령을 내릴 때 편리합니다
M11023.0	그럼 마지막으로⏎맵에 대해 설명하겠습니다⏎⏎맵 표시는 자유롭게 바꿀 수 있습니다⏎전황이나 목적에 맞춰 더 보기 편한 맵을⏎고릅시다
M11024.0	그럼 실제로 플레이해 봅시다⏎⏎⏎이번에는 맵 이동을 확인해 보십시오⏎맵 위의 커서는 방향키나⏎왼쪽 스틱으로 조작할 수 있습니다⏎또한 {U:F0BF}버튼을 누른 채 방향키나⏎왼쪽 스틱을 움직이면⏎화면 단위로 스크롤됩니다⏎그리고 오른쪽 스틱을 쓰면⏎레이더 맵 위의 커서가 움직입니다⏎맵을 더 매끄럽게 이동할 수 있습니다⏎맵 이동을 두루 확인했으면⏎{U:F0BE}버튼을 눌러⏎진행 페이즈로 넘어가십시오
M11025.0	{C:25b}신야{C:32b} 남쪽의 항구, {C:25b}융중{C:32b}이다!
M11026.0	{C:25b}융중{C:32b}이라……⏎이곳에는 몇 번이나⏎찾아올 것 같은 기분이 드는군
M11027.0	여기가 천하에 이름난 {C:25b}호뢰관{C:32b}!
M11028.0	좋아, {C:25b}북해{C:32b}로 점프다!
M11029.0	여기가 동쪽 끝 땅, {C:25b}북해{C:32b}로군⏎이 바다 너머에는⏎대체 무엇이 있을까……
M11030.0	다음은 {C:25b}남만{C:32b}으로 가세!
M11031.0	말로만 듣던 {C:25b}남만{C:32b}인가……⏎우왓!⏎뭐냐, 저 괴상한 동물은!
M11032.0	⏎　세력과 군단⏎
M11033.0	군주와 부하 무장,⏎그리고 군주가 지배하는 도시,⏎이 모두를 합쳐 「세력」이라 부릅니다
M11034.0	세력이 커져서 세력 전체를 관리하기가⏎어려워졌을 때는 도독에게 도시 통치를⏎맡길 수 있습니다⏎이것을 「위임」이라고 합니다⏎도독에게 맡긴 도시와 병력은⏎한 「군단」으로서 독자적으로 행동합니다
M11035.0	화면 왼쪽 위에는 군주가 속한 「군단」의⏎금과 병량이 표시됩니다⏎⏎만약 금이나 병량 수치가 빨간색이 되면⏎다음 수입이 들어오기 전에 금이나 병량이⏎바닥난다는 뜻입니다⏎게임 초반에는 금과 병량이 늘 부족합니다⏎다음 장부터 설명하는 튜토리얼을 참고해⏎먼저 국력을 키우도록 힘쓰십시오
M11036.0	끝으로 「신망」에 대해 설명하겠습니다⏎세력마다 「신망」이라는 수치를⏎가지고 있습니다⏎이는 백성의 신뢰와 명성을 나타냅니다⏎신망은 백성을 위한 정치를 하거나 많은⏎도시를 지배하면 올라갑니다⏎신망이 높아지면 관작도 올라갑니다⏎최대치인 1000이 되면 황제가 될 수도…⏎신망은 세력정보에서 언제든 확인됩니다
M11037.0	그럼 잠깐만 전쟁을 구경해 봅시다
