M07211.0	그렇게까지 마음 쓰지 않아도⏎우리 군의 생각은⏎달라지지 않을 걸세
M07211.1	늘 이렇게 마음 쓰게 해서⏎미안하네
M07211.2	마음 써 주어 고맙네⏎이 물품들은⏎요긴하게 쓰도록 하겠네
M07213.0	이 정도 선물쯤은 당연하지⏎앞으로도 그런 성의를⏎잊지 말았으면 하네
M07213.1	은혜로 여길 생각은 없네만⏎일단 받아 두도록 하지
M07213.2	흠……⏎조금은 세상 이치를⏎알게 된 모양이군
M07214.0	이것 참, 고맙습니다⏎요긴하게 쓰도록⏎하겠습니다
M07214.2	이거 참 고마운 일이군요⏎감사드립니다
M07215.0	이것 참 고맙군⏎요긴하게 쓰도록 하지
M07215.1	성의는 잘 알았네⏎그 마음은⏎충분히 고려하겠네
M07215.2	고맙게 받도록 하지⏎감사하네
M07217.0	우리 군에는 물자가⏎넉넉히 갖춰져 있습니다⏎마음만 감사히 받겠습니다
M07217.1	이 물품들은⏎우리 군보다 귀군에게⏎더 필요할 것입니다
M07217.2	더 이상 은혜를 입으면⏎도저히 다 갚을 수 없습니다⏎삼가 사양하겠습니다
M07223.2	더 이상 은혜를 입으면⏎도저히 다 갚을 수 없습니다⏎삼가 사양하겠습니다
M07218.0	우리 군에는 물자가⏎넉넉히 갖춰져 있어요⏎마음만으로 충분해요
M07218.1	이 물품들은⏎우리 군보다 귀군에게⏎더 필요하겠지요
M07218.2	더 이상 은혜를 입으면⏎도저히 다 갚을 수 없어요⏎사양하겠어요
M07219.0	무엇을 내놓나 했더니……⏎고작 이 정도 선물로⏎환심을 사려 하셨습니까?
M07225.0	무엇을 내놓나 했더니……⏎고작 이 정도 선물로⏎환심을 사려 하셨습니까?
M07219.1	고작 이 정도 선물을 들고⏎사자로 오시다니⏎정말 가소롭군요
M07219.2	눈앞의 이익에 넘어가⏎나아갈 길을 그르칠 만큼⏎어리석지는 않습니다
M07220.0	무얼 내놓나 했더니……⏎고작 이 정도 선물로⏎환심을 사려는 건가요?
M07220.1	고작 이 정도 선물을 들고⏎사자로 오다니⏎가소롭기 짝이 없구나
M07226.1	고작 이 정도 선물을 들고⏎사자로 오다니⏎가소롭기 짝이 없구나
M07220.2	눈앞의 이익에 넘어가⏎나아갈 길을 그르칠 만큼⏎어리석지 않아요!
M07221.0	먼 길 오시느라 수고하셨지만⏎이번에는 받을 수가⏎없습니다
M07221.1	귀군에게서 선물을 받을⏎까닭이 없습니다⏎사양하겠습니다
M07227.1	귀군에게서 선물을 받을⏎까닭이 없습니다⏎사양하겠습니다
M07221.2	이런 선물에는⏎으레 속셈이 있는 법입니다⏎순순히 받을 수는 없습니다
M07227.2	이런 선물에는⏎으레 속셈이 있는 법입니다⏎순순히 받을 수는 없습니다
M07222.0	먼 길 오시느라 수고하셨지만⏎이번에는 받을 수 없어요⏎다음에 다시 와 주세요
M07222.1	귀군에게서 선물을 받을⏎까닭이 없어요⏎사양하겠어요
M07222.2	이런 선물에는⏎으레 속셈이 있는 법⏎순순히 받을 수는 없겠네요
