M10753.0	고급 설정에서 「세력 통합」을⏎「있음」으로 하면 세력통합⏎이벤트가 일어나기도 합니다.⏎세력 통합이 일어나면 두 세력이⏎합쳐져 하나의 세력이 됩니다.⏎플레이어 세력이 통합되는 일은⏎없습니다.
M10755.0	고급 설정에서 「병사발탁」을⏎「있음」으로 하면 병사발탁⏎이벤트가 일어나기도 합니다.⏎발탁된 병사는 「{C:10b}무장{C:32b}」으로 키울 수⏎있습니다.⏎지도하는 방식에 따라 그 능력이⏎달라집니다.
M10757.0	트라이얼 스토리 전용 이야기입니다.⏎하나의 스토리는 {C:10b}여러 스테이지{C:32b}로⏎구성되어 있습니다.
M10759.0	트라이얼 스토리 전용 전장입니다.⏎다양한 {C:10b}클리어 조건{C:32b}과 {C:10b}이벤트{C:32b}가⏎준비되어 있습니다.
M10761.0	트라이얼 스토리의 스테이지를⏎클리어하기 위한 조건입니다.⏎이 조건을 달성하면 다음 스테이지를⏎플레이할 수 있게 됩니다.
M10763.0	트라이얼 스토리에서 기한 안에⏎클리어 조건을 달성하지 못하면⏎실패합니다. 기한은 스테이지마다⏎다릅니다.
M10765.0	부대가 {C:10b}처음 향하는 지점{C:32b}입니다.⏎진입할 수 없는 지형은 지정할 수⏎없습니다. 중계점을 잘 활용하면⏎부대를 우회시키거나 진행 경로를⏎바꿀 수 있습니다.
M10767.0	고급 설정에서 「전사」를⏎「있음」으로 하면 전투 중에 무장이⏎사망할 수 있습니다.⏎일기토에서 지거나 저격당하거나⏎소속 부대가 괴멸하면 전사할⏎가능성이 있습니다.⏎진형의 {C:10b}후열{C:32b}에 포진해 있으면⏎전사할 가능성이 낮아집니다.
M10771.0	아이템의 종류입니다.⏎종류에 따라 효과와 능력이 다릅니다.⏎13종류 중에서 고를 수 있습니다.⏎「{C:10b}호부{C:32b}」는 만들 수 없습니다.
M10773.0	아이템을 소유한 무장 또는 숨겨 둔⏎장소입니다.⏎무장이 갖게 하면 그 무장은 {C:10b}능력이⏎오르거나 병법을 익히게{C:32b} 됩니다.⏎지역에 숨기면 「{C:10b}탐색{C:32b}」으로 찾을⏎때까지 게임에 등장하지 않습니다.
M10775.0	도시에서 발동하는 병법입니다.⏎{C:10b}제사, 연사, 연노, 요술, 혼란, 덫,⏎심공, 환술의 8종류가 있습니다.⏎⏎병법의 위력은 도시 대장의 능력에⏎따라 달라집니다.⏎도시에 무장이 없거나 도시가⏎「{C:10b}혼란{C:32b}」 상태이면 병법이 발동하지⏎않습니다.
M10776.0	{V:1FC7}군의 위세가⏎높아졌습니다
M10777.0	{V:1FC9}에게 거는⏎부하 무장들의 기대가⏎높아졌습니다
M10778.0	{V:1FC9} 님, 궁중에서⏎{V:01DA} 폐하를 찾아냈습니다⏎어떻게 하시겠습니까?
M10779.0	그대가 {V:1FC9}인가⏎짐이 믿고 의지하겠노라
M10780.0	{V:D5}년 {V:D7}월,⏎{V:1FC9}, {V:01DA} 옹립을 단행
M10781.0	{V:1FC7}군 중에⏎{V:01DA} 옹립을 환영하는⏎무장이 있는 듯합니다
M10782.0	짐의 대에 한나라 {V:65}년⏎역사가 끝나다니……
M10783.0	{V:1FC9}의 손에⏎한나라가 멸망했습니다
M10784.0	{V:1FC7}군 중에⏎{V:01DA} 폐립을 비난하는⏎무장이 있는 듯합니다
M10785.0	{V:1FC9} 님,⏎{V:01DA} 폐하께서 입궐하라는⏎분부를 내리셨습니다
M10786.0	{V:1FC9}……⏎짐은 그대에게⏎제위를 물려주고자 하노라⏎짐을 대신해 {C:25b}황제{C:32b}가 되어⏎백성을 평안히 이끌어 다오
M10787.0	알겠습니다……⏎이 {V:01DA}, 훌륭하게⏎천하를 다스려 보이겠습니다
M10787.1	과분하신 말씀⏎분에 넘치는 영광입니다⏎⏎이 {V:01DA}⏎신명을 다 바쳐⏎기대에 부응하겠습니다
M10787.2	과분하신 말씀⏎분에 넘치는 영광입니다⏎⏎폐하의 명예에 누가 되지 않게⏎성심성의껏⏎소임을 다하겠습니다
M10787.3	이렇게까지⏎과분한 말씀을⏎내려 주시다니요⏎이 {V:01DA}⏎힘닿는 데까지 노력하여⏎천하태평을 이루겠습니다
M10787.7	이렇게까지⏎과분한 말씀을⏎내려 주시다니요⏎이 {V:01DA}⏎힘닿는 데까지 노력하여⏎천하태평을 이루겠습니다
M10787.4	삼가 받들겠습니다……⏎이 {V:01DA}, 훌륭하게⏎천하를 다스려 보이겠습니다
