R552.0	오의 무장. 264년 촉이 위에 멸망된⏎직후, 육항의 지휘 아래 보협, 유평⏎등과 함께 파동의 나헌을 공격했다
R553.0	위의 장수. 조예를 따라 합비에서⏎제갈량의 5차 북벌에 호응한 오군과⏎싸웠다. 만총과 함께 제갈근의 선단에⏎화공을 펼쳐 오군을 격퇴했다
R554.0	위의 장수. 제갈량의 5차 북벌에⏎호응해 오군이 북상하자 조예의 명으로⏎양양을 지원하러 갔다. 육손의 계략이⏎실패로 끝나 오군은 철수했다
R555.0	위의 장수. 제갈량의 5차 북벌 때⏎손권이 위를 침공하자 강하를 지키러⏎갔다. 조예의 명으로 육손의 계책을⏎간파해 선수를 쳐 손권을 물리쳤다
R556.0	오의 장수. 촉의 제갈량이 5차 북벌을⏎감행하자 손권에게서 손소와 함께⏎광릉에서 회음으로 진격하라는 명을⏎받았다
R557.0	오의 장수. 손권이 죽은 직후 위군이⏎쳐들어오자 제갈각의 명으로 요격했다.⏎정사에 따르면 이때 동흥군의 우성을⏎지키던 유략의 부친이다
R558.0	오 전종의 아들. 전단의 동생. 전의의⏎숙부. 위 제갈탄의 반란 때 손침의⏎원군으로 파견되었다. 손침이 건업으로⏎물러나자 전의와 함께 사마소에게 항복
R559.0	설종의 아들. 설영의 형. 261년 촉에⏎사신으로 갔다가 귀국 후 촉의 악정을⏎손휴에게 전했다. 우사, 도황 등과⏎교지를 치고 돌아오는 길에 병사했다
R560.0	위의 무장. 사마의의 명을 받아 장합의⏎부장으로 제갈량의 진을 쳤다가 포위돼⏎장합에게 구출됐다. 제갈량과 사마의의⏎진법 대결 때 사로잡혀 먹칠을 당했다
R561.0	조조의 아들. 어려서부터 총명해⏎조조에게 사랑받았다. 13세에 병사하자⏎조조는 조비 등에게 「내겐 불행이나⏎너희에겐 다행이다」라며 애석해했다
R562.0	저수의 아들. 관도대전 후 조조가⏎기주를 칠 때 원상에게서 한단 수비를⏎명받았다. 장료와 싸우다 사살되었다
R563.0	이름은 굉. 후한 12대 황제. 재위 중⏎2차 당고의 금으로 청류파가 일소되고⏎환관 세력이 커졌다. 관작을 공공연히⏎파는 등 후한의 쇠퇴를 앞당겼다
R564.0	이름은 변. 하황후와 영제의 아들.⏎하진이 후한 13대 황제로 세웠다.⏎동탁이 실권을 쥐자 폐립돼 홍농왕이⏎되었고, 곧 어머니와 함께 독살되었다
R565.0	이름은 협. 모친은 왕미인. 동탁이⏎후한 14대 황제로 세웠다. 이후 조조의⏎보호 속에 실권을 빼앗겼다. 조비에게⏎선양해 산양공이 되고 후한은 멸망했다
R566.0	왕윤을 섬긴 가희. 16세에 동탁에게⏎보내져 여포의 동탁 암살을 불렀다.⏎하비에서 포위된 여포가 몸소 출격하려⏎하자 만류했고, 여포는 패사했다
R567.0	교현의 딸. 손책의 아내(교부인). 동생⏎소교는 주유에게 시집갔다. 자매 모두⏎절세미인이라 「이교」로 칭송받았다.⏎손책은 죽으며 주유에게 뒤를 부탁했다
R568.0	교현의 딸. 주유의 아내. 언니 대교와⏎함께 「이교」라 불린 미인. 조조는⏎이교를 동작대에 두는 게 꿈이라 했다.⏎이를 들은 주유는 적벽대전을 결단했다
R569.0	후한의 명사 채옹의 딸. 위도개의 처.⏎흉노에 잡혀 「호가십팔박」을 지었다.⏎조조를 두려워한 좌현왕이 돌려보냈고,⏎조조의 중재로 동기의 아내가 되었다
R570.0	원상의 무장. 원담을 구하러 간 원상의⏎명으로 심배와 함께 기주를 지켰다.⏎조조가 기주에 다가오자 투항하려다⏎심배에게 들켜 달아났다
R571.0	손린의 아들. 무창독이 되어 형주를⏎총괄했다. 진의 왕준 등의 대군이⏎무창에 다가오자 항복. 그 여파로⏎주변 여러 도시도 잇달아 항복했다
R572.0	손린의 아들. 오의 호군장군. 진의⏎침공 때 장제, 심영과 양하교에서 맞서⏎적장 장교를 사로잡았으나 주준의 군을⏎막지 못하고 붙잡혀 처형되었다
R573.0	손권의 아들. 손화의 동생. 손화가⏎태자가 될 때 노왕이 되어 같은 대우를⏎받았다. 이윽고 후계자 문제로 손화와⏎대립, 그 책임으로 자결을 강요당했다
R574.0	손휴의 아들. 손휴가 임종 때 후계자로⏎지명했으나 장포 등의 의견으로 손호가⏎즉위하자 예장왕에 봉해졌다. 그 후⏎손호에게 살해되었다
R575.0	위의 장군. 합비신성의 수비 장수.⏎234년 신성에 쳐들어온 손권군을⏎잘 막아 내고 격파했다
R576.0	진의 성양도위. 양하교에서 오의 장제⏎등에게 포위돼 항복. 장제 등이 진의⏎다른 부대와 싸우는 틈에 배후에서⏎오군을 쳐 궤멸적인 타격을 입혔다
R577.0	오의 외교관. 사마소 조문을 위해 진을⏎찾아가 가충, 배수 등을 논파했다.⏎양호, 하정 등과 우정을 맺었으나⏎돌아오는 길에 병사했다
R578.0	진의 무장. 연의에만 등장한다. 두예의⏎휘하에서 강릉을 침공해 오의 육경을⏎베었다
R579.0	원술의 무장. 원술이 여포 토벌군을⏎일으키자 제3군을 이끌었으나 대패.⏎조조가 침공하자 수춘에서 농성하며⏎항전했으나 붙잡혀 처형되었다
R580.0	진의 무장. 양호의 부하. 양호가 오의⏎육항에게서 받은 술을 마시려 하자⏎독주일지 모른다고 진언했다
R581.0	위의 무장. 제갈탄의 난 진압에 진력.⏎제갈탄을 돕는 오군을 깨뜨리고자⏎술과 천을 실은 소와 말을 적진에⏎남겨 두어 혼란을 일으켰다
R582.0	진무의 아들. 일찍부터 이름나 제갈각,⏎고담, 장휴와 손등의 학우가 되었다.⏎제갈각이 지휘한 산월 토벌군을 따라⏎활약했으나 34세에 세상을 떠났다
R583.0	조식의 측근. 문인으로 이름이 높았다.⏎조조 사후 장례에 불참한 조식을⏎문책하는 사자가 오자 조비를 비난해⏎처형되었다
R584.0	위의 신하. 조모의 교육을 맡았다.⏎사공, 사도 등 고위직을 역임했다
R585.0	위의 관료. 정비의 아들. 조상의 심복.⏎사마의를 감시하려고 태부로 올려⏎조상의 권력을 키웠다. 사마의가⏎모반하자 삼족과 함께 처형되었다
R586.0	위의 장군. 263년 종회와 등애가 이끈⏎촉 토벌군에 참가. 강유 일대에서⏎촉군과 교전해 승리했다
R587.0	오의 창오 태수. 271년 우사와 함께⏎진의 교지를 탈취해 교주목이 되었다.⏎곽마가 반란을 일으키자 토벌에 나선⏎등수를 구원했다
R588.0	오의 중서랑. 손침이 손휴를 황제로⏎세우려 할 때 손해와 함께 손휴에게⏎파견되었다. 손호 때 중서령, 사도가⏎되었다
R589.0	촉 등지의 아들. 263년 등애의 침공을⏎받은 유선이 항복을 결정하자 초주,⏎장소와 함께 항복을 알리는 사자로⏎나섰다. 진에서는 광한 태수가 되었다
R590.0	강유의 부장. 263년 위의 제갈서에게⏎퇴로가 끊겨 궁지에 몰린 강유에게⏎계책을 올렸다. 이에 촉군은 옹주를 쳐⏎제갈서를 유인하고 검각으로 물러났다
R591.0	진의 무장. 영호우의 식객. 영호우가⏎왕릉의 반란 죄로 무덤이 파헤쳐지자⏎시신을 거둬 장사 지냈다. 선비가 진을⏎침공하자 토벌에 나서 서평을 다스렸다
R592.0	조상의 심복 중 1명. 조상이⏎사마의의 실권을 빼앗자 사례교위에⏎임명되었다. 사마의의 모반 때 붙잡혀⏎삼족과 함께 처형되었다
R593.0	진의 신하. 양호의 상소에 따라⏎사마염이 오 토벌군을 일으키려 하자⏎가충, 순욱 등과 함께 반대해⏎중지시켰다
R594.0	문흠의 아들. 문앙의 동생. 제갈탄이⏎반란을 일으키자 부친, 형과 참전했다.⏎문흠이 제갈탄에게 간언하다 베이자⏎문앙과 성벽을 넘어 위에 항복했다
R595.0	손권 휘하의 무장. 방천화극의 달인.⏎적벽대전 후 손권이 합비를 칠 때⏎손권에게 육박한 위의 악진과 싸웠으나⏎이전에게 사살되었다
R596.0	손권 휘하의 무장. 적벽대전 후 손권의⏎합비 공격에 참가. 유비가 감로사에서⏎오국태와 만날 때 병사를 숨긴 것이⏎발각돼 오국태에게 질책을 받았다
R597.0	조범 휘하의 장수. 계양의 관군교위.⏎비차의 달인. 적벽대전 후 계양군에⏎쳐들어온 조운에게 패했다. 포륭과⏎거짓 항복했으나 간파당해 살해되었다
R598.0	위의 신하. 종회의 촉 토벌에 감군으로⏎종군. 촉 멸망 후 종회의 명으로 등애⏎부자를 잡았다. 모반한 종회, 강유를⏎치고 전속을 시켜 등애 부자를 죽였다
R599.0	촉의 무장. 258년 겨울 강유의 북벌을⏎따라 기산에서 등애의 야습에 패했다.⏎종회의 촉 토벌 때 낙성을 지키다가⏎한중이 함락됐다는 소식에 항복했다
R600.0	왕랑의 아들. 관구검의 반란 때⏎사마사에게 반군 가족을 후대해 사기를⏎꺾자고 진언. 사마사 사후 조모에게⏎사마소에게 실권을 주라고 상주했다
R601.0	위의 농서 태수. 등애의 촉 토벌군에⏎참가. 면죽성 공방에서 왕기와 함께⏎복병으로 제갈첨군을 격파. 촉 평정 후⏎등애에게 익주 각 군 태수로 임명됐다
R602.0	오 말기의 장수. 장제의 헌책에 따라⏎도독으로서 강릉에서 진의 두예를⏎요격했으나 붙잡혀 처형되었다
R603.0	촉의 장수. 제갈량의 1차 북벌에⏎이름을 올렸다. 258년 겨울 강유의⏎북벌에선 후방에서 한수성을 지켰다.⏎종회의 침공 때 성도에 원군을 청했다
R604.0	오의 중서령. 진의 군대가 다가오자⏎자결하려던 손호에게 광록훈 설영과⏎함께 촉 황제 유선처럼 항복하라고⏎상주했다
R605.0	위의 장전교위. 강유의 북벌 때 등애의⏎무장으로 촉군과 싸웠다. 등애의 촉⏎토벌에선 등충과 선봉을 맡았다. 촉⏎평정 후 등애에게 익주자사로 임명됐다
R606.0	사마의의 여섯째 아들. 진동대장군.⏎낭야왕. 오 토벌 때 병사 5만을 이끌고⏎쳐들어갔다. 오를 항복시킨 용양장군⏎왕준의 군과 합류해 승리를 기뻐했다
R607.0	위의 옹주자사. 등애의 촉 토벌 때⏎강유의 퇴로 차단에 실패. 그 죄로⏎종회에게 처형될 뻔했으나 위관 등이⏎간언해 처분이 사마소에게 맡겨졌다
R608.0	촉의 무장. 장완의 아들. 258년 겨울⏎강유의 북벌에 참가한 뒤 한성을⏎지켰다. 종회의 촉 토벌군이 한중을⏎함락했음을 알고 투항했다
R609.0	오의 좌장군. 진을 공격하려던 손호를⏎간한 육항이 병권을 빼앗기자 육항을⏎대신해 군의 지휘를 명받았다
R610.0	오의 전장군. 건업에 다가온 진의⏎왕준군을 수군으로 요격하려 했으나⏎사전에 병사들이 도망쳐 항복했다.⏎진의 군대를 석두성으로 맞아들였다
R611.0	오의 무장. 정봉의 동생. 면죽성에서⏎등애와 싸우던 제갈첨의 요청으로⏎정봉의 부장으로 손이와 함께 구원에⏎나섰으나 제때 이르지 못했다
R612.0	위 등애의 참모. 263년 등애가⏎강유에게 대패하자 촉의 황호를 매수해⏎강유가 위에 투항하려 한다고 속여⏎강유를 퇴각시켰다
R613.0	위의 산기상시. 사마소의 신임을 받아⏎제갈탄의 난 진압에도 종군. 사마소의⏎후계로 사마염을 밀었고, 그가 진왕이⏎되자 가충과 함께 조환에게 선양시켰다
R614.0	위의 금성 태수. 263년 등애를 따라⏎촉을 공격했다. 답중에서 강유와 싸워⏎감송에 있던 촉군의 진지를 불태웠다
R615.0	오의 장수. 육항의 차남. 육손의 손자.⏎진이 오를 칠 때 강릉에서 두예군을⏎요격했으나 패주하던 중 진의 장상에게⏎베였다
R616.0	오의 장수. 유찬의 아들. 폭군이 된⏎손호의 악행을 간했다가 그의 노여움을⏎사 처형되었다
R617.0	오의 신하. 대사농. 손호의 폭정을⏎간했다가 처형된 중신 중 1명
R618.0	오의 무장. 손준 사후 실권을 잡은⏎손침에게 살해된 중신 중 1명.⏎정사에선 손헌과 함께 손침 암살을⏎꾀했다가 발각되어 살해되었다
R619.0	오의 사도. 손호 모친 하씨의 동생으로⏎손호의 외숙. 279년 사마염이⏎오 토벌군을 일으키자 손호가 그에게⏎대응책을 물었다
R620.0	위의 무장. 왕윤의 조카. 정사에만⏎등장한다. 장료, 조휴를 따라 손권군과⏎싸웠다. 251년 정변을 일으켰으나⏎사마의에게 진압되어 자결했다
R621.0	오의 무장. 258년 손침의 모반을⏎알아챈 손휴의 명을 받아 정봉과 함께⏎손침의 일족을 사로잡았다
R622.0	위의 무장. 종회의 심복. 원래 호열의⏎부하였다. 촉 멸망 후 종회가 모반을⏎꾀해 호열 등을 감금하자 호열의 아들⏎호연에게 급보를 전했다
